#     name      zhel      zcmb f    st   +/-   Mmax   +/-    t0  EBVmw eEBVmw  covMs       Anon   Source
SN2008fw   0.0085433 0.0095066 i 1.114 0.023 14.635 0.058  11.9 0.1123 0.0112  3.402e-05   Anon   CSP
SN2008fw   0.0085433 0.0095066 H 1.114 0.023 14.727 0.027  23.1 0.1123 0.0112 -1.514e-05   Anon   CSP
SN2008fw   0.0085433 0.0095066 J 1.114 0.023 14.609 0.048  21.4 0.1123 0.0112  8.940e-05   Anon   CSP
SN2008fw   0.0085433 0.0095066 r 1.114 0.023 14.040 0.029   6.6 0.1123 0.0112  6.131e-05   Anon   CSP
SN2008fw   0.0085433 0.0095066 u 1.114 0.023 14.251 0.076  10.2 0.1123 0.0112 -2.648e-05   Anon   CSP
SN2008fw   0.0085433 0.0095066 V 1.114 0.023 13.938 0.037   7.9 0.1123 0.0112  2.513e-05   Anon   CSP
SN2008fw   0.0085433 0.0095066 Y 1.114 0.023 14.638 0.025  21.4 0.1123 0.0112 -1.332e-05   Anon   CSP
SN2008gg   0.0319933 0.0310658 B 1.114 0.027 16.554 0.051   4.0 0.0195 0.0020 -4.234e-07   Anon   CSP
SN2008gg   0.0319933 0.0310658 g 1.114 0.027 16.456 0.029   4.1 0.0195 0.0020 -2.177e-05   Anon   CSP
SN2008gg   0.0319933 0.0310658 i 1.114 0.027 17.158 0.062   7.2 0.0195 0.0020  3.322e-05   Anon   CSP
SN2008gg   0.0319933 0.0310658 H 1.114 0.027 17.394 0.056  11.4 0.0195 0.0020 -5.583e-05   Anon   CSP
SN2008gg   0.0319933 0.0310658 J 1.114 0.027 16.948 0.091  11.7 0.0195 0.0020 -1.394e-04   Anon   CSP
SN2008gg   0.0319933 0.0310658 r 1.114 0.027 16.480 0.030   1.9 0.0195 0.0020  7.905e-05   Anon   CSP
SN2008gg   0.0319933 0.0310658 u 1.114 0.027 17.195 0.081   5.5 0.0195 0.0020 -6.506e-05   Anon   CSP
SN2008gg   0.0319933 0.0310658 V 1.114 0.027 16.413 0.038   3.1 0.0195 0.0020  2.618e-05   Anon   CSP
SN2008gg   0.0319933 0.0310658 Y 1.114 0.027 17.275 0.032  19.7 0.0195 0.0020  3.576e-05   Anon   CSP
SN2008gl   0.0339933 0.0329459 B 0.851 0.004 16.809 0.004  -2.7 0.0244 0.0024  4.385e-06   Anon   CSP
SN2008gl   0.0339933 0.0329459 g 0.851 0.004 16.752 0.004  -3.0 0.0244 0.0024  4.039e-06   Anon   CSP
SN2008gl   0.0339933 0.0329459 i 0.851 0.004 17.385 0.007   0.1 0.0244 0.0024  2.117e-07   Anon   CSP
SN2008gl   0.0339933 0.0329459 H 0.851 0.004 17.408 0.059   3.3 0.0244 0.0024  3.057e-06   Anon   CSP
SN2008gl   0.0339933 0.0329459 J 0.851 0.004 17.161 0.026   3.0 0.0244 0.0024 -3.017e-06   Anon   CSP
SN2008gl   0.0339933 0.0329459 r 0.851 0.004 16.818 0.004  -4.0 0.0244 0.0024  2.232e-06   Anon   CSP
SN2008gl   0.0339933 0.0329459 u 0.851 0.004 17.358 0.009  -1.2 0.0244 0.0024 -1.898e-06   Anon   CSP
SN2008gl   0.0339933 0.0329459 V 0.851 0.004 16.774 0.004  -4.1 0.0244 0.0024  3.153e-06   Anon   CSP
SN2008gl   0.0339933 0.0329459 Y 0.851 0.004 17.485 0.019   3.4 0.0244 0.0024 -1.501e-06   Anon   CSP
SN2008go   0.0623667 0.0613133 B 0.912 0.023 18.033 0.007  -0.8 0.0320 0.0032  3.957e-05   Anon   CSP
SN2008go   0.0623667 0.0613133 g 0.912 0.023 17.970 0.006  -1.0 0.0320 0.0032  1.374e-05   Anon   CSP
SN2008go   0.0623667 0.0613133 i 0.912 0.023 18.700 0.014   2.2 0.0320 0.0032  1.638e-05   Anon   CSP
SN2008go   0.0623667 0.0613133 r 0.912 0.023 18.033 0.007  -2.2 0.0320 0.0032  2.038e-05   Anon   CSP
SN2008go   0.0623667 0.0613133 u 0.912 0.023 18.794 0.020   0.6 0.0320 0.0032 -4.548e-05   Anon   CSP
SN2008go   0.0623667 0.0613133 V 0.912 0.023 17.993 0.007  -2.2 0.0320 0.0032  3.046e-05   Anon   CSP
SN2008go   0.0623667 0.0613133 Y 0.912 0.023 18.628 0.051   2.7 0.0320 0.0032 -6.633e-05   Anon   CSP
SN2008gp   0.0333900 0.0328233 B 0.973 0.005 16.438 0.007 -10.6 0.1042 0.0104  1.426e-05   Anon   CSP
SN2008gp   0.0333900 0.0328233 g 0.973 0.005 16.396 0.007  -6.7 0.1042 0.0104  9.993e-06   Anon   CSP
SN2008gp   0.0333900 0.0328233 i 0.973 0.005 17.170 0.009  -7.4 0.1042 0.0104  1.044e-05   Anon   CSP
SN2008gp   0.0333900 0.0328233 H 0.973 0.005 17.439 0.061  -5.2 0.1042 0.0104  1.208e-05   Anon   CSP
SN2008gp   0.0333900 0.0328233 J 0.973 0.005 17.090 0.029  -5.5 0.1042 0.0104  1.462e-05   Anon   CSP
SN2008gp   0.0333900 0.0328233 r 0.973 0.005 16.572 0.007 -12.2 0.1042 0.0104  1.179e-05   Anon   CSP
SN2008gp   0.0333900 0.0328233 u 0.973 0.005 16.672 0.013  -9.3 0.1042 0.0104  1.383e-05   Anon   CSP
SN2008gp   0.0333900 0.0328233 V 0.973 0.005 16.443 0.006 -11.8 0.1042 0.0104  1.257e-05   Anon   CSP
SN2008gp   0.0333900 0.0328233 Y 0.973 0.005 17.184 0.018  -4.8 0.1042 0.0104  1.640e-05   Anon   CSP
SN2008hj   0.0378667 0.0367224 B 1.011 0.006 16.780 0.005  -6.3 0.0303 0.0030  1.345e-05   Anon   CSP
SN2008hj   0.0378667 0.0367224 g 1.011 0.006 16.733 0.004  -6.4 0.0303 0.0030  8.629e-06   Anon   CSP
SN2008hj   0.0378667 0.0367224 i 1.011 0.006 17.531 0.007  -3.1 0.0303 0.0030  7.435e-06   Anon   CSP
SN2008hj   0.0378667 0.0367224 H 1.011 0.006 17.668 0.066  -3.0 0.0303 0.0030  6.798e-06   Anon   CSP
SN2008hj   0.0378667 0.0367224 J 1.011 0.006 17.560 0.028  -3.2 0.0303 0.0030 -3.676e-06   Anon   CSP
SN2008hj   0.0378667 0.0367224 r 1.011 0.006 16.868 0.005  -8.0 0.0303 0.0030  1.243e-05   Anon   CSP
SN2008hj   0.0378667 0.0367224 u 1.011 0.006 17.277 0.010  -5.0 0.0303 0.0030  1.225e-05   Anon   CSP
SN2008hj   0.0378667 0.0367224 V 1.011 0.006 16.780 0.005  -7.4 0.0303 0.0030  1.335e-05   Anon   CSP
SN2008hj   0.0378667 0.0367224 Y 1.011 0.006 17.683 0.018  -2.5 0.0303 0.0030  3.531e-06   Anon   CSP
SN2008hu   0.0496656 0.0505260 B 0.786 0.008 17.838 0.015  -0.1 0.0921 0.0092 -1.394e-06   Anon   CSP
SN2008hu   0.0496656 0.0505260 g 0.786 0.008 17.795 0.011  -0.4 0.0921 0.0092 -1.397e-06   Anon   CSP
SN2008hu   0.0496656 0.0505260 i 0.786 0.008 18.425 0.015   2.5 0.0921 0.0092 -3.148e-05   Anon   CSP
SN2008hu   0.0496656 0.0505260 H 0.786 0.008 18.285 0.103   1.5 0.0921 0.0092  5.158e-05   Anon   CSP
SN2008hu   0.0496656 0.0505260 J 0.786 0.008 18.323 0.040   1.3 0.0921 0.0092 -3.527e-05   Anon   CSP
SN2008hu   0.0496656 0.0505260 r 0.786 0.008 17.886 0.010  -1.4 0.0921 0.0092 -2.500e-05   Anon   CSP
SN2008hu   0.0496656 0.0505260 u 0.786 0.008 18.438 0.038   1.5 0.0921 0.0092 -3.554e-05   Anon   CSP
SN2008hu   0.0496656 0.0505260 V 0.786 0.008 17.824 0.011  -1.3 0.0921 0.0092 -4.880e-06   Anon   CSP
SN2008hu   0.0496656 0.0505260 Y 0.786 0.008 18.230 0.081   9.4 0.0921 0.0092 -6.043e-05   Anon   CSP
SN2008hv   0.0125400 0.0135800 B 0.846 0.003 14.736 0.006 -10.5 0.0279 0.0028  8.188e-06   Anon   CSP
SN2008hv   0.0125400 0.0135800 g 0.846 0.003 14.696 0.006 -10.8 0.0279 0.0028  7.250e-06   Anon   CSP
SN2008hv   0.0125400 0.0135800 i 0.846 0.003 15.424 0.007  -7.7 0.0279 0.0028  1.311e-06   Anon   CSP
SN2008hv   0.0125400 0.0135800 H 0.846 0.003 15.488 0.015  -8.5 0.0279 0.0028  8.076e-06   Anon   CSP
SN2008hv   0.0125400 0.0135800 J 0.846 0.003 15.254 0.013  -8.9 0.0279 0.0028  2.219e-06   Anon   CSP
SN2008hv   0.0125400 0.0135800 r 0.846 0.003 14.849 0.005 -11.8 0.0279 0.0028  3.381e-06   Anon   CSP
SN2008hv   0.0125400 0.0135800 u 0.846 0.003 15.087 0.010  -9.0 0.0279 0.0028  3.178e-06   Anon   CSP
SN2008hv   0.0125400 0.0135800 V 0.846 0.003 14.766 0.005 -11.9 0.0279 0.0028  4.695e-06   Anon   CSP
SN2008hv   0.0125400 0.0135800 Y 0.846 0.003 15.380 0.012  -1.5 0.0279 0.0028  5.519e-06   Anon   CSP
SN2008hv   0.0125400 0.0135800 J 0.846 0.003 15.254 0.013  36.1 0.0279 0.0028  2.219e-06   Anon   CSP
SN2008ia   0.0219833 0.0225400 B 0.843 0.004 15.875 0.006  -3.5 0.1954 0.0195  7.504e-06   Anon   CSP
SN2008ia   0.0219833 0.0225400 g 0.843 0.004 15.840 0.007  -3.8 0.1954 0.0195  1.088e-05   Anon   CSP
SN2008ia   0.0219833 0.0225400 i 0.843 0.004 16.531 0.010  -0.7 0.1954 0.0195  5.433e-08   Anon   CSP
SN2008ia   0.0219833 0.0225400 H 0.843 0.004 16.295 0.026   2.5 0.1954 0.0195  3.435e-05   Anon   CSP
SN2008ia   0.0219833 0.0225400 J 0.843 0.004 16.290 0.026   2.1 0.1954 0.0195 -2.018e-07   Anon   CSP
SN2008ia   0.0219833 0.0225400 r 0.843 0.004 15.956 0.007  -4.8 0.1954 0.0195  4.359e-06   Anon   CSP
SN2008ia   0.0219833 0.0225400 u 0.843 0.004 16.397 0.012  -1.9 0.1954 0.0195 -6.736e-07   Anon   CSP
SN2008ia   0.0219833 0.0225400 V 0.843 0.004 15.912 0.007  -4.8 0.1954 0.0195  5.506e-06   Anon   CSP
SN2008ia   0.0219833 0.0225400 Y 0.843 0.004 16.396 0.017   2.5 0.1954 0.0195 -5.620e-06   Anon   CSP
SN2008ia   0.0219833 0.0225400 J 0.843 0.004 16.290 0.026  38.2 0.1954 0.0195 -2.018e-07   Anon   CSP
SN2009D    0.0249900 0.0246540 B 1.186 0.006 15.759 0.004  -6.5 0.0441 0.0044 -5.084e-06   Anon   CSP
SN2009D    0.0249900 0.0246540 g 1.186 0.006 15.683 0.004  -6.4 0.0441 0.0044 -3.591e-06   Anon   CSP
SN2009D    0.0249900 0.0246540 i 1.186 0.006 16.466 0.007  -3.6 0.0441 0.0044  5.925e-06   Anon   CSP
SN2009D    0.0249900 0.0246540 H 1.186 0.006 16.643 0.021   1.6 0.0441 0.0044  5.202e-06   Anon   CSP
SN2009D    0.0249900 0.0246540 J 1.186 0.006 16.341 0.021   2.8 0.0441 0.0044  3.856e-06   Anon   CSP
SN2009D    0.0249900 0.0246540 r 1.186 0.006 15.872 0.004  -9.0 0.0441 0.0044  2.997e-06   Anon   CSP
SN2009D    0.0249900 0.0246540 u 1.186 0.006 16.231 0.007  -5.0 0.0441 0.0044  8.840e-06   Anon   CSP
SN2009D    0.0249900 0.0246540 V 1.186 0.006 15.778 0.004  -7.8 0.0441 0.0044 -3.366e-06   Anon   CSP
SN2009D    0.0249900 0.0246540 Y 1.186 0.006 16.567 0.058  10.7 0.0441 0.0044  3.991e-06   Anon   CSP
SN2009D    0.0249900 0.0246540 J 1.186 0.006 16.341 0.021  11.9 0.0441 0.0044  3.856e-06   Anon   CSP
SN2009F    0.0129467 0.0129100 B 0.328 0.008 16.921 0.016  -4.8 0.0895 0.0089  2.403e-05   Anon   CSP
SN2009F    0.0129467 0.0129100 g 0.328 0.008 16.624 0.015  -5.0 0.0895 0.0089  1.868e-05   Anon   CSP
SN2009F    0.0129467 0.0129100 i 0.328 0.008 16.383 0.024  -7.7 0.0895 0.0089  9.191e-05   Anon   CSP
SN2009F    0.0129467 0.0129100 H 0.328 0.008 16.096 0.039  -6.4 0.0895 0.0089  8.526e-05   Anon   CSP
SN2009F    0.0129467 0.0129100 J 0.328 0.008 15.980 0.028  -6.1 0.0895 0.0089  4.894e-05   Anon   CSP
SN2009F    0.0129467 0.0129100 r 0.328 0.008 16.137 0.022  -9.3 0.0895 0.0089  9.433e-05   Anon   CSP
SN2009F    0.0129467 0.0129100 u 0.328 0.008 17.832 0.043  -3.1 0.0895 0.0089  3.653e-05   Anon   CSP
SN2009F    0.0129467 0.0129100 V 0.328 0.008 16.371 0.013  -6.0 0.0895 0.0089 -6.058e-06   Anon   CSP
SN2009F    0.0129467 0.0129100 Y 0.328 0.008 16.073 0.075  -0.4 0.0895 0.0089  2.677e-05   Anon   CSP
SN2009F    0.0129467 0.0129100 J 0.328 0.008 15.980 0.028   2.0 0.0895 0.0089  4.894e-05   Anon   CSP
SN2009I    0.0261500 0.0254309 J 1.064 0.019 16.749 0.019  -1.5 0.0272 0.0027 -1.286e-05   Anon   CSP
SN2009I    0.0261500 0.0254309 g 1.064 0.019 17.892 0.010  -3.8 0.0272 0.0027  4.259e-05   Anon   CSP
SN2009I    0.0261500 0.0254309 i 1.064 0.019 17.476 0.018  -0.5 0.0272 0.0027  4.707e-05   Anon   CSP
SN2009I    0.0261500 0.0254309 H 1.064 0.019 16.942 0.042  -1.4 0.0272 0.0027  6.465e-05   Anon   CSP
SN2009I    0.0261500 0.0254309 r 1.064 0.019 17.254 0.012  -5.6 0.0272 0.0027  1.191e-04   Anon   CSP
SN2009I    0.0261500 0.0254309 u 1.064 0.019 19.249 0.052  -2.3 0.0272 0.0027  2.581e-05   Anon   CSP
SN2009I    0.0261500 0.0254309 V 1.064 0.019 17.538 0.012  -4.6 0.0272 0.0027  1.031e-04   Anon   CSP
SN2009I    0.0261500 0.0254309 Y 1.064 0.019 17.044 0.022  -1.0 0.0272 0.0027  5.354e-05   Anon   CSP
SN2009I    0.0261500 0.0254309 B 1.064 0.019 18.177 0.015  -3.7 0.0272 0.0027  6.204e-05   Anon   CSP
SN2009P    0.0250867 0.0263202 B 1.093 0.030 17.018 0.019  -1.0 0.0415 0.0042 -2.065e-05   Anon   CSP
SN2009P    0.0250867 0.0263202 g 1.093 0.030 16.813 0.015  -1.1 0.0415 0.0042 -8.768e-05   Anon   CSP
SN2009P    0.0250867 0.0263202 i 1.093 0.030 17.130 0.025   2.1 0.0415 0.0042  6.430e-05   Anon   CSP
SN2009P    0.0250867 0.0263202 r 1.093 0.030 16.574 0.017  -3.1 0.0415 0.0042  2.751e-04   Anon   CSP
SN2009P    0.0250867 0.0263202 u 1.093 0.030 17.803 0.039   0.4 0.0415 0.0042 -2.661e-04   Anon   CSP
SN2009P    0.0250867 0.0263202 V 1.093 0.030 16.631 0.015  -1.9 0.0415 0.0042  9.157e-05   Anon   CSP
SN2009P    0.0250867 0.0263202 Y 1.093 0.030 17.133 0.050   4.6 0.0415 0.0042  1.552e-04   Anon   CSP
SN2009P    0.0250867 0.0263202 J 1.093 0.030 16.781 0.066   4.3 0.0415 0.0042 -5.835e-04   Anon   CSP
SN2009Y    0.0093467 0.0101034 B 1.189 0.008 14.008 0.007  -6.6 0.0873 0.0087 -9.339e-06   Anon   CSP
SN2009Y    0.0093467 0.0101034 g 1.189 0.008 13.919 0.010  -4.5 0.0873 0.0087 -1.052e-05   Anon   CSP
SN2009Y    0.0093467 0.0101034 i 1.189 0.008 14.564 0.013  -3.7 0.0873 0.0087  1.265e-05   Anon   CSP
SN2009Y    0.0093467 0.0101034 H 1.189 0.008 14.707 0.031   0.7 0.0873 0.0087  5.520e-06   Anon   CSP
SN2009Y    0.0093467 0.0101034 J 1.189 0.008 14.513 0.031   1.9 0.0873 0.0087  8.572e-06   Anon   CSP
SN2009Y    0.0093467 0.0101034 J 1.189 0.008 14.513 0.031  -2.1 0.0873 0.0087  8.572e-06   Anon   CSP
SN2009Y    0.0093467 0.0101034 u 1.189 0.008 14.573 0.012  -5.1 0.0873 0.0087  1.793e-05   Anon   CSP
SN2009Y    0.0093467 0.0101034 V 1.189 0.008 13.858 0.008  -7.9 0.0873 0.0087 -1.247e-05   Anon   CSP
SN2009Y    0.0093467 0.0101034 Y 1.189 0.008 14.605 0.021  -3.3 0.0873 0.0087  3.680e-07   Anon   CSP
SN2009Y    0.0093467 0.0101034 r 1.189 0.008 13.916 0.010  -7.1 0.0873 0.0087  5.266e-06   Anon   CSP
SN2009aa   0.0272900 0.0284814 J 0.906 0.004 16.781 0.014  -5.9 0.0295 0.0029  7.789e-06   Anon   CSP
SN2009aa   0.0272900 0.0284814 g 0.906 0.004 16.267 0.006  -9.1 0.0295 0.0029  8.034e-06   Anon   CSP
SN2009aa   0.0272900 0.0284814 i 0.906 0.004 16.886 0.009  -5.9 0.0295 0.0029  9.456e-06   Anon   CSP
SN2009aa   0.0272900 0.0284814 H 0.906 0.004 16.963 0.020  -5.6 0.0295 0.0029  1.357e-05   Anon   CSP
SN2009aa   0.0272900 0.0284814 J 0.906 0.004 16.781 0.014  -1.9 0.0295 0.0029  7.789e-06   Anon   CSP
SN2009aa   0.0272900 0.0284814 r 0.906 0.004 16.366 0.006 -10.2 0.0295 0.0029  7.395e-06   Anon   CSP
SN2009aa   0.0272900 0.0284814 u 0.906 0.004 16.605 0.009  -7.5 0.0295 0.0029  2.874e-06   Anon   CSP
SN2009aa   0.0272900 0.0284814 V 0.906 0.004 16.301 0.006 -10.2 0.0295 0.0029  7.481e-06   Anon   CSP
SN2009aa   0.0272900 0.0284814 Y 0.906 0.004 16.816 0.015  -5.3 0.0295 0.0029  2.020e-05   Anon   CSP
SN2009aa   0.0272900 0.0284814 B 0.906 0.004 16.320 0.006  -8.8 0.0295 0.0029  8.740e-06   Anon   CSP
SN2009ab   0.0111633 0.0108624 B 0.874 0.005 14.708 0.006  -9.0 0.1838 0.0184  9.873e-06   Anon   CSP
SN2009ab   0.0111633 0.0108624 g 0.874 0.005 14.648 0.006  -9.3 0.1838 0.0184  9.158e-06   Anon   CSP
SN2009ab   0.0111633 0.0108624 i 0.874 0.005 15.184 0.010  -6.1 0.1838 0.0184  5.416e-06   Anon   CSP
SN2009ab   0.0111633 0.0108624 H 0.874 0.005 15.193 0.023  -3.8 0.1838 0.0184  2.859e-05   Anon   CSP
SN2009ab   0.0111633 0.0108624 r 0.874 0.005 14.706 0.006 -10.3 0.1838 0.0184  5.557e-06   Anon   CSP
SN2009ab   0.0111633 0.0108624 u 0.874 0.005 15.009 0.013  -7.5 0.1838 0.0184  2.658e-06   Anon   CSP
SN2009ab   0.0111633 0.0108624 V 0.874 0.005 14.663 0.006 -10.3 0.1838 0.0184  5.816e-06   Anon   CSP
SN2009ab   0.0111633 0.0108624 Y 0.874 0.005 15.014 0.021  -3.7 0.1838 0.0184  1.531e-05   Anon   CSP
SN2009ab   0.0111633 0.0108624 J 0.874 0.005 14.955 0.021  -4.2 0.1838 0.0184  2.175e-05   Anon   CSP
SN2009ad   0.0283800 0.0283174 B 1.015 0.006 16.191 0.006  -8.0 0.0953 0.0095  1.193e-05   Anon   CSP
SN2009ad   0.0283800 0.0283174 g 1.015 0.006 16.139 0.006  -8.2 0.0953 0.0095  1.197e-05   Anon   CSP
SN2009ad   0.0283800 0.0283174 i 1.015 0.006 16.831 0.009  -4.8 0.0953 0.0095  6.589e-06   Anon   CSP
SN2009ad   0.0283800 0.0283174 H 1.015 0.006 17.069 0.043   0.2 0.0953 0.0095  2.111e-05   Anon   CSP
SN2009ad   0.0283800 0.0283174 r 1.015 0.006 16.264 0.007  -9.8 0.0953 0.0095  1.458e-05   Anon   CSP
SN2009ad   0.0283800 0.0283174 u 1.015 0.006 16.327 0.010  -6.7 0.0953 0.0095  1.331e-05   Anon   CSP
SN2009ad   0.0283800 0.0283174 V 1.015 0.006 16.161 0.006  -9.1 0.0953 0.0095  2.062e-05   Anon   CSP
SN2009ad   0.0283800 0.0283174 Y 1.015 0.006 16.850 0.016   0.6 0.0953 0.0095  9.819e-06   Anon   CSP
SN2009ad   0.0283800 0.0283174 J 1.015 0.006 16.711 0.018  -0.0 0.0953 0.0095  3.415e-07   Anon   CSP
SN2009ag   0.0086333 0.0092477 J 0.961 0.007 14.600 0.017   0.7 0.2180 0.0218 -5.816e-06   Anon   CSP
SN2009ag   0.0086333 0.0092477 g 0.961 0.007 14.492 0.010  -1.5 0.2180 0.0218  1.036e-05   Anon   CSP
SN2009ag   0.0086333 0.0092477 i 0.961 0.007 14.847 0.016   1.8 0.2180 0.0218  1.373e-05   Anon   CSP
SN2009ag   0.0086333 0.0092477 H 0.961 0.007 14.790 0.016   1.0 0.2180 0.0218  1.663e-05   Anon   CSP
SN2009ag   0.0086333 0.0092477 J 0.961 0.007 14.600 0.017  50.5 0.2180 0.0218 -5.816e-06   Anon   CSP
SN2009ag   0.0086333 0.0092477 r 0.961 0.007 14.398 0.010  -2.9 0.2180 0.0218  1.318e-05   Anon   CSP
SN2009ag   0.0086333 0.0092477 u 0.961 0.007 15.373 0.019  -0.0 0.2180 0.0218  9.814e-06   Anon   CSP
SN2009ag   0.0086333 0.0092477 V 0.961 0.007 14.435 0.009  -2.6 0.2180 0.0218  7.812e-06   Anon   CSP
SN2009ag   0.0086333 0.0092477 Y 0.961 0.007 14.684 0.018   1.4 0.2180 0.0218  1.379e-05   Anon   CSP
SN2009ag   0.0086333 0.0092477 B 0.961 0.007 14.597 0.010  -1.3 0.2180 0.0218  1.372e-05   Anon   CSP
SN2009al   0.0220900 0.0232764 J 1.174 0.041 16.220 0.044   3.4 0.0212 0.0021 -2.140e-04   Anon   CSP
SN2009al   0.0220900 0.0232764 g 1.174 0.041 16.031 0.044   1.0 0.0212 0.0021 -5.243e-05   Anon   CSP
SN2009al   0.0220900 0.0232764 i 1.174 0.041 16.424 0.079   3.9 0.0212 0.0021  2.099e-04   Anon   CSP
SN2009al   0.0220900 0.0232764 H 1.174 0.041 16.557 0.045   2.3 0.0212 0.0021  1.010e-04   Anon   CSP
SN2009al   0.0220900 0.0232764 J 1.174 0.041 16.220 0.044  48.3 0.0212 0.0021 -2.140e-04   Anon   CSP
SN2009al   0.0220900 0.0232764 r 1.174 0.041 16.116 0.046  -1.5 0.0212 0.0021  4.296e-04   Anon   CSP
SN2009al   0.0220900 0.0232764 u 1.174 0.041 16.441 0.116   2.4 0.0212 0.0021  5.197e-06   Anon   CSP
SN2009al   0.0220900 0.0232764 V 1.174 0.041 16.021 0.047  -0.2 0.0212 0.0021  1.318e-04   Anon   CSP
SN2009al   0.0220900 0.0232764 Y 1.174 0.041 16.403 0.045   2.3 0.0212 0.0021  8.364e-04   Anon   CSP
SN2009al   0.0220900 0.0232764 B 1.174 0.041 16.158 0.064   0.9 0.0212 0.0021  9.135e-05   Anon   CSP
SN2009cz   0.0211233 0.0219786 B 1.189 0.012 15.712 0.008  -6.0 0.0221 0.0022 -2.464e-05   Anon   CSP
SN2009cz   0.0211233 0.0219786 g 1.189 0.012 15.637 0.009  -5.9 0.0221 0.0022 -2.483e-05   Anon   CSP
SN2009cz   0.0211233 0.0219786 i 1.189 0.012 16.323 0.014  -3.1 0.0221 0.0022  2.196e-05   Anon   CSP
SN2009cz   0.0211233 0.0219786 H 1.189 0.012 16.495 0.046   0.3 0.0221 0.0022 -1.487e-05   Anon   CSP
SN2009cz   0.0211233 0.0219786 J 1.189 0.012 16.158 0.054  17.5 0.0221 0.0022  2.190e-05   Anon   CSP
SN2009cz   0.0211233 0.0219786 r 1.189 0.012 15.757 0.008  -8.5 0.0221 0.0022  1.912e-05   Anon   CSP
SN2009cz   0.0211233 0.0219786 u 1.189 0.012 16.140 0.020  -4.5 0.0221 0.0022  5.328e-05   Anon   CSP
SN2009cz   0.0211233 0.0219786 V 1.189 0.012 15.688 0.007  -7.2 0.0221 0.0022 -7.256e-06   Anon   CSP
SN2009cz   0.0211233 0.0219786 Y 1.189 0.012 16.368 0.031   0.3 0.0221 0.0022 -3.465e-05   Anon   CSP
SN2009cz   0.0211233 0.0219786 J 1.189 0.012 16.158 0.054   1.6 0.0221 0.0022  2.190e-05   Anon   CSP
SN2009ds   0.0192467 0.0204662 B 1.125 0.020 15.496 0.008  -9.0 0.0332 0.0033  2.731e-05   Anon   CSP
SN2009ds   0.0192467 0.0204662 g 1.125 0.020 15.419 0.009  -9.0 0.0332 0.0033  3.080e-05   Anon   CSP
SN2009ds   0.0192467 0.0204662 i 1.125 0.020 16.034 0.019  -5.9 0.0332 0.0033  3.571e-06   Anon   CSP
SN2009ds   0.0192467 0.0204662 H 1.125 0.020 16.275 0.047  -2.5 0.0332 0.0033 -5.083e-05   Anon   CSP
SN2009ds   0.0192467 0.0204662 J 1.125 0.020 15.928 0.032  -2.1 0.0332 0.0033 -2.735e-04   Anon   CSP
SN2009ds   0.0192467 0.0204662 r 1.125 0.020 15.438 0.012 -11.2 0.0332 0.0033  3.895e-05   Anon   CSP
SN2009ds   0.0192467 0.0204662 u 1.125 0.020 15.939 0.014  -7.5 0.0332 0.0033  6.855e-05   Anon   CSP
SN2009ds   0.0192467 0.0204662 V 1.125 0.020 15.394 0.009  -9.9 0.0332 0.0033  2.472e-05   Anon   CSP
SN2009ds   0.0192467 0.0204662 Y 1.125 0.020 16.340 0.077   4.7 0.0332 0.0033  2.887e-04   Anon   CSP
SN2009ds   0.0192467 0.0204662 J 1.125 0.020 15.928 0.032   4.9 0.0332 0.0033 -2.735e-04   Anon   CSP
SN2009le   0.0177733 0.0170270 J 1.156 0.021 16.204 0.034  -7.6 0.0143 0.0014  4.188e-04   Anon   CSP
SN2009le   0.0177733 0.0170270 g 1.156 0.021 15.274 0.006 -10.7 0.0143 0.0014  7.404e-06   Anon   CSP
SN2009le   0.0177733 0.0170270 i 1.156 0.021 15.871 0.011  -7.7 0.0143 0.0014  1.052e-04   Anon   CSP
SN2009le   0.0177733 0.0170270 r 1.156 0.021 15.271 0.007 -13.1 0.0143 0.0014 -3.834e-05   Anon   CSP
SN2009le   0.0177733 0.0170270 u 1.156 0.021 15.835 0.010  -9.2 0.0143 0.0014  1.314e-04   Anon   CSP
SN2009le   0.0177733 0.0170270 V 1.156 0.021 15.231 0.006 -11.8 0.0143 0.0014 -5.862e-05   Anon   CSP
SN2009le   0.0177733 0.0170270 B 1.156 0.021 15.364 0.005 -10.7 0.0143 0.0014 -2.298e-05   Anon   CSP
